node	term	estimate	std.error	z.value	p.value	exclude	p.value.adj	p.value.adj.signif	taxonomy
node99	Ageyoung	2.2126042766148735	0.32922931606680533	6.720556671708739	1.8103160640055704e-11		3.713734097017142e-11	****	f__Ruminococcaceae
node100	(Intercept)	4.735019434699264	0.11770775948674733	40.22690989401066	0		0	****	f__Ruminococcaceae
node100	Ageyoung	-0.5121839394304813	0.16220568468397398	-3.157620156336515	0.001590626692369456		0.0021753713621357512	**	f__Ruminococcaceae
node101	(Intercept)	4.538679511883001	0.13778559822656417	32.94015898831416	5.8521647859346694e-238		3.751655639554547e-237	****	f__Ruminococcaceae
node101	Ageyoung	-0.3746016116462262	0.18976154244986	-1.974064959685948	0.04837435704024912		0.06051008424198409	ns	f__Ruminococcaceae
node102	(Intercept)	3.636407146031154	0.2638249906361097	13.783406709362124	3.207705277519624e-43		1.042141352605923e-42	****	f__Ruminococcaceae
node102	Ageyoung	0.35356406744448193	0.3628749694567979	0.9743412943961005	0.3298871075302588		0.3689391638734047	ns	f__Ruminococcaceae
node103	(Intercept)	3.46199758068912	0.11951144929401934	28.967915636032433	1.6693270540242078e-184		9.58861459831505e-184	****	f__Ruminococcaceae
node103	Ageyoung	-0.7601890405103853	0.1658875571893291	-4.582556120485722	4.5932637999215306e-6		7.345130085397904e-6	****	f__Ruminococcaceae
node104	(Intercept)	3.300799655346458	0.12266243945217173	26.909620174588966	1.6947739628268491e-159		9.218543222043013e-159	****	g__Anaerotruncus
node104	Ageyoung	-0.5989911151677242	0.16997148422717454	-3.5240682746945104	4.2497473050094733e-4		6.054203501977782e-4	***	g__Anaerotruncus
node105	(Intercept)	3.2540700729899923	0.12496061086353202	26.04076637032227	1.7117194894479413e-149		9.036872010467808e-149	****	g__Anaerotruncus
node105	Ageyoung	-0.6598108862746296	0.17333729687102511	-3.8065142250693706	1.4093918969019224e-4		2.0864811999496503e-4	***	g__Anaerotruncus
node106	(Intercept)	3.03452235438884	0.16412518975919704	18.489071414577268	2.5287138153887165e-76		9.921401745623489e-76	****	f__Ruminococcaceae
node106	Ageyoung	-2.192955168710622	0.23686851248353427	-9.258111792562818	2.0807922275761765e-20		5.432759343271617e-20	****	f__Ruminococcaceae
node107	(Intercept)	0.8515531859573419	0.2120425155348847	4.015954931534693	5.920557015071885e-5		8.987230310405104e-5	****	f__Ruminococcaceae
node107	Ageyoung	-0.44165348078131206	0.2971323667728316	-1.4863863051276809	0.1371769700961289		0.1627984537669761	ns	f__Ruminococcaceae
node108	(Intercept)	4.345741905805071	0.16384656335352754	26.523241115703936	5.229421004922695e-155		2.8020330459212652e-154	****	f__Ruminococcaceae
node108	Ageyoung	-2.085368661620337	0.22813558931663	-9.140917766784947	6.19245434717052e-20		1.599346122758429e-19	****	f__Ruminococcaceae
node109	(Intercept)	3.985661784372297	0.15989598877746994	24.92659018431796	3.831970467916318e-137		1.9106630527527194e-136	****	f__Ruminococcaceae
node109	Ageyoung	-1.72528854018756	0.22259699506382882	-7.750727001920399	9.136792667655065e-15		2.1093945772914266e-14	****	f__Ruminococcaceae
node110	(Intercept)	1.2333866895322303	0.21501629727512586	5.736247461996056	9.67972028174572e-9		1.800528280386898e-8	****	f__Ruminococcaceae
node110	Ageyoung	0.06952606264861004	0.29541789455985157	0.2353481760209488	0.8139385059425475		0.8606890239569206	ns	f__Ruminococcaceae
node111	(Intercept)	3.919754236324882	0.18718201204602905	20.94087029773456	2.2726986263800288e-97		9.71308103417179e-97	****	f__Ruminococcaceae
node111	Ageyoung	-2.1436725798160556	0.26139939439207655	-8.200755724019512	2.3888050076021545e-16		5.833884338293696e-16	****	f__Ruminococcaceae
node112	(Intercept)	3.910230354813626	0.19030463859302724	20.547215158406008	8.150683929141543e-94		3.4424653300727225e-93	****	f__Ruminococcaceae
node112	Ageyoung	-2.1341486983048013	0.2656292106755684	-8.034314798726662	9.410330313730886e-16		2.2447233107172013e-15	****	f__Ruminococcaceae
node113	(Intercept)	1.9089895604412648	0.16507774531858027	11.564184843675589	6.258279656403958e-31		1.7760651356909255e-30	****	g__GCA-900066225
node113	Ageyoung	-0.13290790393243984	0.22776198514755522	-0.583538573596185	0.5595307977621016		0.611405931024071	ns	g__GCA-900066225
node114	(Intercept)	5.121918534250604	0.13838450006113895	37.012227034008255	7.281119067027435e-300		5.682438576223585e-299	****	f__Ruminococcaceae
node114	Ageyoung	-1.1727282044810179	0.19088020847585918	-6.143791511152577	8.057458873683428e-10		1.5678199109226832e-9	****	f__Ruminococcaceae
node115	(Intercept)	5.0588093006994495	0.1421500583476454	35.58781023028151	2.1627265419678425e-277		1.6519549543967138e-276	****	f__Ruminococcaceae
node115	Ageyoung	-1.147853531231726	0.19606158852010558	-5.8545559071302575	4.782863037248306e-9		9.013374437649039e-9	****	f__Ruminococcaceae
node116	(Intercept)	5.053103693741513	0.14260632970418383	35.43393693830733	5.1279236980298306e-275		3.8352595991514777e-274	****	f__Ruminococcaceae
node116	Ageyoung	-1.142147924273788	0.1966866934329149	-5.806940491698017	6.362473698756133e-9		1.1896500301320061e-8	****	f__Ruminococcaceae
node117	(Intercept)	3.890601157453681	0.16543009296747205	23.51809811422083	2.6632585507231253e-122		1.2748130929461362e-121	****	f__Ruminococcaceae
node117	Ageyoung	-1.134819553530282	0.2288888139624307	-4.957951128693204	7.124047705139413e-7		1.200719777532887e-6	****	f__Ruminococcaceae
node118	(Intercept)	3.8408956614125613	0.21806523104886918	17.613517033129426	1.9400709095760906e-69		7.449042315912475e-69	****	f__Ruminococcaceae
node118	Ageyoung	-1.3029749763389444	0.30133045843156697	-4.324073255391983	1.5317439597082093e-5		2.3805025174686026e-5	****	f__Ruminococcaceae
node119	(Intercept)	4.678115435533479	0.1820985361854376	25.690022190895498	1.5110652499067331e-145		7.749606067378818e-145	****	f__Ruminococcaceae
node119	Ageyoung	-1.1455000038942045	0.2510945206043746	-4.562027085007794	5.066210983530392e-6		8.065497752050602e-6	****	f__Ruminococcaceae
node120	(Intercept)	4.5874013101123206	0.26141761621860216	17.54817206456451	6.142534361439514e-69		2.3459253571880693e-68	****	f__Ruminococcaceae
node120	Ageyoung	-1.2123197755807227	0.3601517865495845	-3.3661356707273047	7.622920603146863e-4		0.0010648359908675968	**	f__Ruminococcaceae
node121	(Intercept)	4.54899460770762	0.38664603400177927	11.765269025588108	5.893817121716872e-32		1.6792701164256804e-31	****	f__Ruminococcaceae
node121	Ageyoung	-2.969328853607188	0.5344626986504364	-5.555727015383852	2.76458647618564e-8		5.0380027662469276e-8	****	f__Ruminococcaceae
node122	(Intercept)	4.531314765178251	0.4344403664445608	10.430234193618595	1.8044300492968654e-25		4.907502937102838e-25	****	f__Ruminococcaceae
node122	Ageyoung	-2.9516490110778206	0.5999570516652647	-4.9197671781423455	8.664721767833856e-7		1.4468070300708625e-6	****	f__Ruminococcaceae
node123	(Intercept)	4.530028384553843	0.012685185306077727	357.1117232622069	0		0	****	f__Ruminococcaceae
node123	Ageyoung	-37.832613473083754	1193676.3547162947	-3.1694196943421544e-5	0.9999747116895961		0.9999963516552207	ns	f__Ruminococcaceae
node124	(Intercept)	-2.12525107771113	0.46231083941819645	-4.597017626464678	4.285813748310666e-6	negative intercept	6.868781855551469e-6	****	g__Ruminiclostridium_5
node124	Ageyoung	3.70491683181156	0.5438246100852655	6.812705352247062	9.578018939378167e-12	negative intercept	1.9933384343401515e-11	****	g__Ruminiclostridium_5
node125	(Intercept)	1.3087361267740167	0.23580377987699724	5.550106649930274	2.8549537939761223e-8		5.189510947024951e-8	****	g__Ruminiclostridium_5
node125	Ageyoung	1.8847535117037695	0.3197197348902357	5.895017748437806	3.746411108132297e-9		7.078745199049971e-9	****	g__Ruminiclostridium_5
node126	(Intercept)	1.0683069391727809	0.4389004361973965	2.434053035874194	0.014930807204902136		0.019456115377712763	*	g__Ruminiclostridium_5
node126	Ageyoung	-1.5791325629387711	0.6183531581089353	-2.5537713234426067	0.010656321742719481		0.013962114984074065	*	g__Ruminiclostridium_5
node127	(Intercept)	0.5574813154067901	0.5856060200946233	0.9519733340799866	0.34111050574295826		0.3803064334214969	ns	g__Ruminiclostridium_5
node127	Ageyoung	-1.068306939172781	0.8147858894228409	-1.3111505157870658	0.1898069167969101		0.22123598418860627	ns	g__Ruminiclostridium_5
node128	(Intercept)	-0.23440070583884212	0.2851317709818504	-0.8220785254189107	0.41103220659283496	negative intercept	0.4526397612479379	ns	g__Ruminiclostridium_5
node128	Ageyoung	3.402965210165673	0.37099022453759445	9.172654655273355	4.615110434056442e-20	negative intercept	1.1962632821850272e-19	****	g__Ruminiclostridium_5
node129	(Intercept)	2.327641672831383	0.17134223526228304	13.584751414432834	4.93203612889586e-42		1.573867529132101e-41	****	f__Ruminococcaceae
node129	Ageyoung	-1.6615231646593585	0.24725242437801864	-6.7199469078575875	1.8179078719916855e-11		3.7186833392878354e-11	****	f__Ruminococcaceae
node130	(Intercept)	2.216929648415552	0.17123582933131143	12.946645903914069	2.4544575751722024e-38		7.49915122967507e-38	****	f__Ruminococcaceae
node130	Ageyoung	-1.5508111402435267	0.24680459892311937	-6.283558519614988	3.309095655779326e-10		6.509399125615222e-10	****	f__Ruminococcaceae
node131	(Intercept)	2.195564825917855	0.17121558348315752	12.823393649409446	1.2127398527757395e-37		3.6740388788733375e-37	****	f__Ruminococcaceae
node131	Ageyoung	-1.5294463177458295	0.24671444073251286	-6.19925738114394	5.673019453879675e-10		1.1098713808952608e-9	****	f__Ruminococcaceae
node132	(Intercept)	1.615390310961396	0.2873155497221949	5.622356021187559	1.88370547900738e-8		3.459080649430432e-8	****	f__Ruminococcaceae
node132	Ageyoung	-0.9492718027893691	0.4006164839287257	-2.3695275678128502	0.017810827244224156		0.022978662784499306	*	f__Ruminococcaceae
node133	(Intercept)	3.2140882633598276	0.3752761611495766	8.564594813361364	1.084565565650784e-17		2.7323441267974136e-17	****	f__Ruminococcaceae
node133	Ageyoung	-1.5203092024919762	0.5182252220783277	-2.933684308908816	0.0033496471283656058		0.004495414276946739	**	f__Ruminococcaceae
node134	(Intercept)	1.6589385562071302	0.17109408036745347	9.696060510359441	3.133650416076975e-22		8.271915436556132e-22	****	f__Ruminococcaceae
node134	Ageyoung	-22.961523649202366	2958.8279105969714	-0.007760344414410253	0.9938082031533323		0.9999963516552207	ns	f__Ruminococcaceae
node135	(Intercept)	7.808650493788719	0.10680363788916568	73.11221460351437	0		0	****	o__Clostridiales
node135	Ageyoung	-1.1157564923683208	0.14699795497352067	-7.590285814311542	3.192006119885326e-14		7.109067707698869e-14	****	o__Clostridiales
node136	(Intercept)	7.753732438203062	0.10834888984855956	71.56263851932898	0		0	****	o__Clostridiales
node136	Ageyoung	-1.106995662964061	0.14912525152283665	-7.423260994765454	1.1427128187465408e-13		2.4862660723030796e-13	****	o__Clostridiales
node137	(Intercept)	7.74912944551869	0.10854816620152617	71.38885636383729	0		0	****	f__Lachnospiraceae
node137	Ageyoung	-1.1067643377791865	0.14939954684084658	-7.408083633333964	1.2813749158906475e-13		2.7795383371887764e-13	****	f__Lachnospiraceae
node138	(Intercept)	6.878987208805694	0.1535815338193961	44.79045779615032	0		0	****	f__Lachnospiraceae
node138	Ageyoung	-1.052475924330575	0.21138634419573965	-4.978921076169437	6.39397077465487e-7		1.0827525981608954e-6	****	f__Lachnospiraceae
node139	(Intercept)	6.7680299031025966	0.16565976549022823	40.85500111070616	0		0	****	f__Lachnospiraceae
node139	Ageyoung	-1.1442049545627964	0.22801722939865396	-5.018063580460078	5.219490454446023e-7		8.901648803544523e-7	****	f__Lachnospiraceae
node140	(Intercept)	4.444230342703166	0.1594084294738788	27.879519027765173	4.727016106648182e-171		2.6310058640103834e-170	****	f__Lachnospiraceae
node140	Ageyoung	-3.041406679632064	0.22634852846255823	-13.436829920169604	3.678609637722095e-41		1.1635426078786187e-40	****	f__Lachnospiraceae
node141	(Intercept)	4.112096507680552	0.01563342122779144	263.0324129161506	0		0	****	g__Lachnospiraceae_NK4A136_group
node141	Ageyoung	-41.15574984550849	7749064.1390819885	-5.311060678662043e-6	0.999995762386683		0.9999963516552207	ns	g__Lachnospiraceae_NK4A136_group
node142	(Intercept)	3.1805383036756076	0.12657535872934184	25.127626226812477	2.4823140837388194e-139		1.2463646937933372e-138	****	f__Lachnospiraceae
node142	Ageyoung	-1.7777146406045068	0.1818191778536126	-9.777376960948486	1.4081251934853397e-22		3.744569958972126e-22	****	f__Lachnospiraceae
node143	(Intercept)	6.6649990077113435	0.16966780220193342	39.28263890504614	0		0	****	f__Lachnospiraceae
node143	Ageyoung	-1.0559668696009517	0.2335284998271449	-4.521790147166475	6.131883528397871e-6		9.71896771167698e-6	****	f__Lachnospiraceae
node144	(Intercept)	6.097336126180504	0.26165261790101324	23.303172638185526	4.116773384942085e-120		1.9069956712183334e-119	****	f__Lachnospiraceae
node144	Ageyoung	-0.7447831314907916	0.36007599795204315	-2.068405380327477	0.03860191971024449		0.048624874301676384	*	f__Lachnospiraceae
node145	(Intercept)	4.398861737673317	0.013546029401933538	324.7344005502772	0		0	****	f__Lachnospiraceae
node145	Ageyoung	-3.103221744821553	0.06191258156916914	-50.122635273326694	0		0	****	f__Lachnospiraceae
node146	(Intercept)	5.895265913043536	0.27172127453179956	21.69600419842581	2.2378551175128727e-104		9.621436972300855e-104	****	g__Acetatifactor
node146	Ageyoung	-0.5601667024029706	0.3739211152872947	-1.4980879107952432	0.134110411598845		0.1594226416026005	ns	g__Acetatifactor
node147	(Intercept)	3.9694467240385034	0.4650888605194056	8.534813582947296	1.4038158745171085e-17		3.5242650276338595e-17	****	g__Acetatifactor
node147	Ageyoung	-2.9737288585330273	0.6435967711189041	-4.620484427482674	3.828450804362754e-6		6.163290756799232e-6	****	g__Acetatifactor
node148	(Intercept)	3.0402489269460413	0.5696620583825301	5.3369342089911544	9.453132106295261e-8		1.6676532806683042e-7	****	g__Acetatifactor
node148	Ageyoung	-2.044531061440564	0.786576933013048	-2.5992766576675703	0.009342044808641271		0.012307501234136573	*	g__Acetatifactor
node149	(Intercept)	3.0373897398659935	0.611039865514324	4.9708536403093175	6.665875650077391e-7		1.1261408745307216e-6	****	g__Acetatifactor
node149	Ageyoung	-3.3295261626671526	0.8509588760087938	-3.912675755006456	9.12790594145086e-5		1.362543963817405e-4	***	g__Acetatifactor
node150	(Intercept)	3.0352399719295033	0.7352247316916685	4.12831592994126	3.654298008462086e-5		5.618385374894599e-5	****	g__Acetatifactor
node150	Ageyoung	-3.546065595695493	1.0222685308560246	-3.46882006895595	5.227494316820092e-4		7.388466376922887e-4	***	g__Acetatifactor
node151	(Intercept)	5.737727143146951	0.2879501698406865	19.92611133489329	2.4162251234579416e-88		1.0028032593310995e-87	****	g__Acetatifactor
node151	Ageyoung	-0.41575835626763213	0.3962429169305224	-1.0492512004713805	0.2940625193720816		0.33197624042319906	ns	g__Acetatifactor
node152	(Intercept)	4.953828003855421	0.010262818910568357	482.6966203948227	0		0	****	g__Acetatifactor
node152	Ageyoung	-41.997481350789265	7749064.1390819885	-5.419684312454871e-6	0.9999956757175626		0.9999963516552207	ns	g__Acetatifactor
node153	(Intercept)	4.330144007197865	0.014018301084442412	308.8922103409152	0		0	****	g__Acetatifactor
node153	Ageyoung	-41.37379744787383	7749064.1390819885	-5.33919925106921e-6	0.9999957399353505		0.9999963516552207	ns	g__Acetatifactor
node154	(Intercept)	5.12777688581828	0.30245837254592906	16.953661565574993	1.8083252353139494e-64		6.762382911226123e-64	****	g__Acetatifactor
node154	Ageyoung	0.1941919010610377	0.41616126575487283	0.46662656292337534	0.6407670789806618		0.6928776546808962	ns	g__Acetatifactor
node155	(Intercept)	3.770184281167909	0.703593599074579	5.358468704272962	8.393027123426782e-8		1.4842841070493667e-7	****	g__Acetatifactor
node155	Ageyoung	-4.72037656471774	0.9856260302188081	-4.7892166196846695	1.6743366178755425e-6		2.7446887936863915e-6	****	g__Acetatifactor
node156	(Intercept)	3.4478530733029573	0.721138782176718	4.781122799824746	1.7431883367915467e-6		2.8510460724745567e-6	****	g__Acetatifactor
node156	Ageyoung	-4.398045356852789	1.0092917342369156	-4.3575561036155435	1.3152279103721509e-5		2.048446072987428e-5	****	g__Acetatifactor
node157	(Intercept)	3.005387008779821	0.6574349393819244	4.571383157100353	4.8451542582796315e-6		7.730712794321724e-6	****	g__Acetatifactor
node157	Ageyoung	-4.757925764854601	0.9458333222402945	-5.030406153998688	4.894419096128246e-7		8.36712597861924e-7	****	g__Acetatifactor
node158	(Intercept)	4.830341530685169	0.3027196435129018	15.956485263498607	2.567911372886602e-57		9.082563377993006e-57	****	g__Acetatifactor
node158	Ageyoung	0.48973732764438255	0.4164880550276655	1.1758736456723864	0.23964537159839533		0.27530460289223657	ns	g__Acetatifactor
node159	(Intercept)	4.3981276579927036	0.013550256268172066	324.57892832059423	0		0	****	g__Acetatifactor
node159	Ageyoung	0.24587855178058096	0.017660228939000506	13.922727311738726	4.609725661357902e-44		1.5252456335737206e-43	****	g__Acetatifactor
node160	(Intercept)	3.783171476694719	0.28411710068390006	13.315535980017476	1.8801828412660205e-40		5.895071091829706e-40	****	g__Acetatifactor
node160	Ageyoung	0.8263890575946634	0.3907224861413159	2.1150281514531937	0.0344275480428972		0.04351933009647921	*	g__Acetatifactor
node161	(Intercept)	3.7615471571685015	0.2958971169695076	12.712348115092082	5.049508587064143e-37		1.516965341218433e-36	****	g__Acetatifactor
node161	Ageyoung	0.8422888058064535	0.4069330878736257	2.0698459547925205	0.03846677236032634		0.04853979359352252	*	g__Acetatifactor
node162	(Intercept)	3.7429859519105992	0.2995327182194915	12.496083814015318	7.842022466406279e-36		2.3266826987106233e-35	****	g__Acetatifactor
node162	Ageyoung	0.7944762510534124	0.41194232356566374	1.928610403943533	0.05377924647846073		0.06680536154244776	ns	g__Acetatifactor
node163	(Intercept)	3.549788928079417	0.2964234455926815	11.975398642917126	4.781338465421964e-33		1.3787152683425582e-32	****	g__Acetatifactor
node163	Ageyoung	0.9876732748845972	0.40757925718172133	2.4232667818132803	0.015381626122865793		0.01997108057182213	*	g__Acetatifactor
node164	(Intercept)	0.20202662787328823	0.65386003956476	0.30897533974972174	0.7573402856515914		0.803205797781156	ns	g__Acetatifactor
node164	Ageyoung	2.5821612302098456	0.894087133505265	2.888042041368488	0.003876480564049938		0.0051638460945971345	**	g__Acetatifactor
node165	(Intercept)	-0.23440070583884381	0.13736161386210352	-1.7064498534077885	0.08792435534025723	negative intercept	0.10647889285066858	ns	g__Acetatifactor
node165	Ageyoung	2.092779862408295	0.14473241764877215	14.459648338680601	2.1790829866294374e-47	negative intercept	7.345453447887023e-47	****	g__Acetatifactor
node166	(Intercept)	5.828330854494196	0.14519678795628072	40.14090763666981	0		0	****	f__Lachnospiraceae
node166	Ageyoung	-1.705506820950228	0.20023036552835266	-8.51772315577543	1.6272060628386145e-17		4.070850010864547e-17	****	f__Lachnospiraceae
node167	(Intercept)	5.773763249382468	0.1484738494372531	38.887408599334066	0		0	****	f__Lachnospiraceae
node167	Ageyoung	-1.6509392158384986	0.20472444531533415	-8.064201679948773	7.371597814862229e-16		1.7701696424986893e-15	****	f__Lachnospiraceae
node168	(Intercept)	5.716290980761914	0.17371841056017157	32.90549897578034	1.8337866664809598e-237		1.1651848022418842e-236	****	f__Lachnospiraceae
node168	Ageyoung	-1.730769712824725	0.23945992268701408	-7.227805360510896	4.908615396212471e-13		1.0489243614525458e-12	****	f__Lachnospiraceae
node169	(Intercept)	5.6448138192786494	0.38516475546996004	14.655582420543935	1.2408801723206058e-48		4.2225211551004497e-48	****	f__Lachnospiraceae
node169	Ageyoung	-2.61693709239809	0.5305450121461994	-4.932544897202718	8.116511519818279e-7		1.3616016988854027e-6	****	f__Lachnospiraceae
node170	(Intercept)	4.625411698522827	0.24345837242387716	18.998778528222797	1.7455978551578254e-80		7.041231797771453e-80	****	f__Lachnospiraceae
node170	Ageyoung	-0.49462806610932214	0.33511971380675704	-1.4759742436237093	0.13995080673989094		0.1658163023749863	ns	f__Lachnospiraceae
node171	(Intercept)	1.0210540543222348	0.34762737380733116	2.9372084342475957	0.003311814290870777		0.00445296378435434	**	g__Acetatifactor
node171	Ageyoung	-0.3212623310436212	0.4802281959350056	-0.6689784851514654	0.5035092024095151		0.5519383318015754	ns	g__Acetatifactor
node172	(Intercept)	0.7152883064371592	0.37787065503189904	1.8929448394895234	0.05836520539285263		0.07237688682567908	ns	g__Acetatifactor
node172	Ageyoung	-0.015496583158544896	0.5200420826753058	-0.0297987099021376	0.9762275876601685		0.9999963516552207	ns	g__Acetatifactor
node173	(Intercept)	4.597829878893457	0.2785649809545768	16.505412357065747	3.354339353870408e-61		1.2163715434742187e-60	****	f__Lachnospiraceae
node173	Ageyoung	-0.49993606716021244	0.38341472146051603	-1.303904203927902	0.19226624673976175		0.22373932764853963	ns	f__Lachnospiraceae
node174	(Intercept)	4.588312471906566	0.012321377142324529	372.3863346529253	0		0	****	g__Lachnospiraceae_NK4A136_group
node174	Ageyoung	-0.4904186601733224	0.019320293584336717	-25.383602895709256	3.8266679157750536e-142		1.9486152932811974e-141	****	g__Lachnospiraceae_NK4A136_group
node175	(Intercept)	4.588312471906566	0.012320811517967042	372.4034301811677	0		0	****	g__Lachnospiraceae_NK4A136_group
node175	Ageyoung	-0.5880344187235318	0.01989856983163921	-29.55159208419807	6.264944315404257e-192		3.717545469801865e-191	****	g__Lachnospiraceae_NK4A136_group
node176	(Intercept)	7.206310855853881	0.11084040447277403	65.01519811418572	0		0	****	f__Lachnospiraceae
node176	Ageyoung	-1.1478109074097373	0.15258442662467941	-7.522464335322195	5.37532833238775e-14		1.1802708693132735e-13	****	f__Lachnospiraceae
node177	(Intercept)	7.155163247838789	0.11452548378559901	62.476603558679	0		0	****	f__Lachnospiraceae
node177	Ageyoung	-1.190590396199124	0.15766088473757894	-7.551590225951226	4.2997550959839456e-14		9.499151258204532e-14	****	f__Lachnospiraceae
node178	(Intercept)	6.959384337889996	0.13900001831932868	50.067506623646665	0		0	****	f__Lachnospiraceae
node178	Ageyoung	-1.3270262599121592	0.19135353546957162	-6.934945082962307	4.063789953385474e-12		8.531582416756638e-12	****	f__Lachnospiraceae
node179	(Intercept)	6.919639603691286	0.14180905978127212	48.79546916370658	0		0	****	f__Lachnospiraceae
node179	Ageyoung	-1.3045183511194516	0.1952177287689748	-6.682376438582835	2.3509816785791563e-11		4.768375268982583e-11	****	f__Lachnospiraceae
node180	(Intercept)	1.6417461556667576	0.3341134932840084	4.913737962301375	8.935615995255807e-7		1.4885782562862342e-6	****	f__Lachnospiraceae
node180	Ageyoung	-1.3441137523618085	0.46762737283638645	-2.874326505330746	0.004048901528170466		0.0053735883497715246	**	f__Lachnospiraceae
node181	(Intercept)	0.39042723074362395	0.10050539473225444	3.884639543814727	1.0248181871308895e-4		1.5234357315941589e-4	***	f__Lachnospiraceae
node181	Ageyoung	-37.43408061766949	7749064.1390819885	-4.8307872984135866e-6	0.9999961455893981		0.9999963516552207	ns	f__Lachnospiraceae
node182	(Intercept)	6.914523368481955	0.14264768676513298	48.47273394532224	0		0	****	f__Lachnospiraceae
node182	Ageyoung	-1.304319240785317	0.19637157119253543	-6.642098104447501	3.092490043959882e-11		6.219629836311472e-11	****	f__Lachnospiraceae
node183	(Intercept)	4.826879873990559	0.10221447966063832	47.22305381797426	0		0	****	f__Lachnospiraceae
node183	Ageyoung	-0.971921169184091	0.1412680939484833	-6.879976518537332	5.986242721644975e-12		1.2494541494596199e-11	****	f__Lachnospiraceae
node184	(Intercept)	3.682515966422966	0.1373499877643832	26.81118525281656	2.393174012964767e-158		1.291954091209551e-157	****	f__Lachnospiraceae
node184	Ageyoung	-1.4808567920188807	0.19198238086450461	-7.713503631690164	1.2240987051889924e-14		2.7990537271518998e-14	****	f__Lachnospiraceae
node185	(Intercept)	3.176186416173151	0.19030102121133247	16.690327755235444	1.5412235427660159e-62		5.674864121569228e-62	****	f__Lachnospiraceae
node185	Ageyoung	-1.8732736639923104	0.26764281057324535	-6.999155553553174	2.575098337421288e-12		5.4220545638371986e-12	****	f__Lachnospiraceae
node186	(Intercept)	0.7297813137397255	0.5190371862409163	1.4060289572412066	0.1597155262473076		0.18768534835608322	ns	f__Lachnospiraceae
node186	Ageyoung	-0.36513820015181614	0.7161673301358893	-0.5098504005796144	0.6101562727169142		0.6617707006204597	ns	f__Lachnospiraceae
node187	(Intercept)	2.7594429930272795	0.23004963063564826	11.994989887193842	3.774632537448515e-33		1.0972413610882727e-32	****	f__Lachnospiraceae
node187	Ageyoung	-1.0804790179445682	0.31912969891958637	-3.385705002080753	7.099565889017955e-4		9.956031852177522e-4	***	f__Lachnospiraceae
node188	(Intercept)	2.650716179218962	0.23343497708076025	11.355265660560834	6.982732006609753e-30		1.9584381174788294e-29	****	f__Lachnospiraceae
node188	Ageyoung	-1.0227836841486972	0.3238020509878684	-3.158669566879973	0.0015849107826018452		0.002171690728832299	**	f__Lachnospiraceae
node189	(Intercept)	2.4622641730382413	0.24913002741190748	9.883450014506579	4.9112302330104205e-23		1.315769890784135e-22	****	f__Lachnospiraceae
node189	Ageyoung	-1.3906805567580505	0.34776550418190466	-3.99890311153642	6.363672229062352e-5		9.619192969403725e-5	****	f__Lachnospiraceae
node190	(Intercept)	2.4390971137567052	0.27423532312627125	8.894175578663972	5.885458036553564e-19		1.4984960532785313e-18	****	f__Lachnospiraceae
node190	Ageyoung	-1.5095611551325308	0.3827376651910132	-3.94411444815381	8.009540200334924e-5		1.2005949611357986e-4	***	f__Lachnospiraceae
node191	(Intercept)	0.48665526283817684	0.4113252458853996	1.1831397846505272	0.23675375268402976		0.27263445061269964	ns	f__Lachnospiraceae
node191	Ageyoung	-1.8084111028204966	0.6017760615931024	-3.0051230320345876	0.0026547344236816776		0.00358964089680498	**	f__Lachnospiraceae
node192	(Intercept)	-0.9088557533866358	0.7323063140160376	-1.2410868730632463	0.2145736583052027	negative intercept	0.24849013977925086	ns	f__Lachnospiraceae
node192	Ageyoung	-0.4129000865956827	1.0160001236888971	-0.40639767355197115	0.684450428801449	negative intercept	0.7334856834021499	ns	f__Lachnospiraceae
node193	(Intercept)	4.4435288344316755	0.1012216925936574	43.898977784037854	0		0	****	f__Lachnospiraceae
node193	Ageyoung	-0.8010424198874496	0.13996860477452552	-5.723014965947852	1.046500424484862e-8		1.9365652185054922e-8	****	f__Lachnospiraceae
node194	(Intercept)	0.639494467067625	0.2676971767512193	2.388872661372632	0.01690015885057669		0.02186362892741273	*	g__Lachnoclostridium
node194	Ageyoung	-0.06663345238218155	0.3690044852099799	-0.1805762668284754	0.8567001859402938		0.9006013667717877	ns	g__Lachnoclostridium
node195	(Intercept)	4.420996168178569	0.10290869418122515	42.96037573261855	0		0	****	f__Lachnospiraceae
node195	Ageyoung	-0.8260611602411758	0.14232584791404285	-5.80401362330244	6.474601271941732e-9		1.2074710943517308e-8	****	f__Lachnospiraceae
node196	(Intercept)	3.618953311443986	0.14034948911103903	25.785297362791336	1.2963457014733652e-146		6.744755171433885e-146	****	f__Lachnospiraceae
node196	Ageyoung	-1.3018080671186116	0.19557971402585683	-6.656150785385158	2.810918817428545e-11		5.68518228426393e-11	****	f__Lachnospiraceae
node197	(Intercept)	3.826042304707576	0.10726023089661714	35.67065139357484	1.1275717613969088e-278		8.705338975085812e-278	****	f__Lachnospiraceae
node197	Ageyoung	-0.5577415965118515	0.14832176162257776	-3.7603490574167453	1.6967643186780135e-4		2.496468813136913e-4	***	f__Lachnospiraceae
node198	(Intercept)	3.046652363981249	0.1331053288966892	22.8890337391821	5.975029583923834e-116		2.6646405225200697e-115	****	f__Lachnospiraceae
node198	Ageyoung	-0.3601663407948784	0.1838992557033411	-1.958498088626766	0.050171595103728116		0.06254028695221664	ns	f__Lachnospiraceae
