Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	NA
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_FCS020_group	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	xylosus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	NA
Bacteria	Firmicutes	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	Firmicutes	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
Bacteria	Firmicutes	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-006	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	NA
Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-009	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Anaerovorax	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	NA	NA	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	NA
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	NA
Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
